1	3	19
1	4	8
1	5	9
1	7	13
1	8	10
1	9	2
1	10	16
1	11	9
1	12	15
1	13	5
1	14	1
1	15	5
1	16	4
1	17	27
1	18	30
1	19	46
1	20	5
1	21	6
1	22	1
1	23	42
1	24	5
1	25	26
1	26	10
1	27	21
1	28	13
1	29	15
1	31	14
1	32	10
1	33	23
1	34	21
1	35	19
1	36	10
1	38	10
1	39	7
1	40	1
1	41	15
1	43	2
1	44	149
1	45	41
1	46	6
1	47	13
1	48	36
1	49	19
1	50	6
1	51	18
1	53	6
1	55	8
1	57	11
1	58	34
1	59	28
1	60	15
1	61	2
1	62	12
1	63	2
1	64	2
1	65	4
1	66	1
1	67	4
1	68	30
1	69	1
1	70	85
1	71	4
1	72	3
1	73	5
1	74	1
1	75	64
1	76	12
1	77	5
1	78	9
1	79	41
1	80	11
1	81	6
1	82	1
1	83	2
1	84	3
1	85	8
1	86	14
1	87	1
1	88	2
1	89	6
1	90	111
1	91	30
1	92	1
1	93	15
1	94	8
1	95	3
1	97	18
1	98	17
1	99	26
1	100	7
1	101	55
1	102	15
1	103	32
1	104	6
1	105	3
1	106	32
1	107	9
1	108	8
1	109	36
1	110	1
1	111	4
1	112	18
1	113	7
1	114	85
1	116	6
1	117	5
1	118	15
1	119	11
1	120	5
2	3	5
2	4	3
2	5	1
2	6	42
2	7	4
2	8	2
2	9	2
2	10	3
2	11	36
2	12	7
2	13	6
2	14	3
2	17	7
2	18	7
2	19	6
2	20	4
2	21	1
2	22	3
2	23	6
2	25	2
2	27	2
2	28	8
2	29	6
2	30	7
2	31	1
2	32	3
2	33	1
2	34	1
2	35	6
2	36	27
2	37	1
2	39	4
2	41	7
2	42	1
2	43	5
2	44	5
2	45	3
2	46	5
2	47	4
2	48	16
2	49	24
2	50	1
2	53	27
2	54	9
2	55	4
2	56	2
2	57	4
2	59	1
2	60	6
2	61	5
2	62	5
2	63	1
2	64	1
2	65	14
2	67	3
2	68	2
2	69	6
2	70	8
2	72	1
2	73	13
2	74	1
2	75	12
2	76	6
2	77	6
2	79	1
2	80	1
2	81	1
2	82	2
2	84	21
2	85	2
2	87	2
2	88	5
2	89	15
2	90	43
2	91	26
2	93	2
2	95	4
2	97	8
2	99	3
2	100	4
2	101	17
2	102	3
2	103	5
2	106	7
2	107	2
2	109	115
2	111	16
2	112	8
2	113	5
2	114	11
2	115	4
2	116	2
2	118	9
3	4	81
3	5	32
3	6	7
3	7	47
3	8	19
3	9	11
3	10	62
3	11	69
3	12	46
3	13	22
3	14	10
3	15	10
3	16	14
3	17	99
3	18	86
3	19	44
3	20	25
3	21	30
3	22	10
3	23	109
3	24	6
3	25	24
3	26	1
3	27	18
3	28	96
3	29	24
3	30	16
3	31	37
3	32	33
3	33	38
3	34	10
3	35	47
3	36	37
3	37	4
3	38	3
3	39	7
3	40	31
3	41	112
3	42	47
3	43	20
3	44	21
3	45	4
3	46	63
3	47	7
3	48	72
3	49	36
3	50	20
3	51	10
3	52	2
3	53	15
3	54	1
3	55	47
3	56	13
3	57	21
3	58	29
3	59	16
3	60	50
3	61	23
3	62	29
3	63	7
3	64	10
3	65	27
3	66	6
3	67	31
3	68	19
3	69	39
3	70	42
3	71	31
3	72	14
3	73	5
3	74	4
3	75	36
3	76	18
3	77	14
3	78	22
3	79	8
3	80	16
3	81	37
3	82	15
3	83	11
3	84	24
3	85	20
3	86	8
3	87	4
3	88	8
3	89	50
3	90	106
3	91	95
3	92	25
3	93	62
3	94	14
3	95	10
3	96	7
3	97	168
3	98	68
3	99	25
3	100	14
3	101	178
3	102	2
3	103	35
3	104	4
3	105	13
3	106	41
3	108	27
3	109	171
3	110	18
3	111	6
3	112	9
3	113	49
3	114	59
3	115	24
3	116	15
3	117	21
3	118	44
3	119	22
3	120	8
4	5	53
4	6	4
4	7	22
4	8	21
4	9	96
4	10	98
4	11	73
4	12	52
4	13	13
4	14	28
4	15	70
4	16	37
4	17	604
4	18	114
4	19	81
4	20	13
4	21	38
4	22	2
4	23	604
4	24	33
4	25	31
4	26	9
4	27	44
4	28	273
4	29	19
4	30	83
4	31	56
4	32	68
4	33	240
4	34	10
4	35	229
4	36	244
4	37	29
4	38	20
4	39	10
4	40	25
4	41	193
4	42	13
4	43	1
4	44	25
4	45	5
4	46	128
4	47	24
4	48	122
4	49	46
4	50	81
4	51	3
4	52	38
4	53	22
4	54	9
4	55	86
4	56	25
4	57	23
4	58	34
4	59	50
4	60	54
4	61	127
4	62	140
4	63	10
4	64	3
4	65	44
4	66	6
4	67	55
4	68	115
4	69	52
4	70	37
4	71	63
4	72	12
4	73	8
4	74	72
4	75	42
4	76	38
4	77	13
4	78	15
4	79	8
4	80	84
4	81	10
4	82	167
4	83	7
4	84	144
4	85	31
4	86	2
4	87	19
4	88	18
4	89	69
4	90	105
4	91	1194
4	92	24
4	93	66
4	94	1
4	95	8
4	96	18
4	97	493
4	98	39
4	99	7
4	100	31
4	101	201
4	102	34
4	103	31
4	104	11
4	105	6
4	106	91
4	108	237
4	109	487
4	110	29
4	111	4
4	112	10
4	113	45
4	114	30
4	115	4
4	116	39
4	117	266
4	118	63
4	119	11
4	120	3
5	6	2
5	7	47
5	8	4
5	9	2
5	10	21
5	11	16
5	12	18
5	13	13
5	14	1
5	16	16
5	17	55
5	18	67
5	19	25
5	20	1
5	21	36
5	23	61
5	24	2
5	25	14
5	26	8
5	27	7
5	28	45
5	29	6
5	31	43
5	32	29
5	33	24
5	35	35
5	36	37
5	37	4
5	38	2
5	39	5
5	40	13
5	41	56
5	42	4
5	43	4
5	44	14
5	45	2
5	46	29
5	47	9
5	48	26
5	49	17
5	50	6
5	51	6
5	52	5
5	53	14
5	54	1
5	55	11
5	56	9
5	57	23
5	58	67
5	59	8
